   Vol_A   Vol_B
   0.91   0.03
   0.92   0.07
   0.63   0.29
   0.52   0.45
   0.12   0.86
   0.02   0.99
   0.00   1.10
   0.00   1.00
   0.00   0.95
   0.00   1.08
   0.00   1.00
   0.00   1.00
   0.00   1.04
   0.00   0.98
   0.14   0.78
   0.10   0.93
   0.01   1.01
   0.05   1.04
   0.11   0.86
   0.14   0.92
   0.05   0.94
   0.16   0.84
   0.08   0.84
   0.10   0.91
   0.00   1.08
   0.00   1.06
   0.00   1.01
   0.00   1.01
   0.00   1.06
   0.00   1.08
   0.00   1.04
   0.00   1.09
   0.00   1.01
   0.00   0.94
   0.08   0.92
   0.05   0.90
   0.03   0.91
   0.00   0.96
   0.00   1.09
   0.00   0.91
   0.02   0.96
   0.23   0.74
   0.22   0.78
   0.08   0.87
   0.08   0.86
   0.00   0.97
   0.00   1.00
   0.00   0.98
   0.04   0.94
   0.00   1.02
   0.00   1.02
   0.00   1.00
   0.00   1.06
   0.00   0.92
   0.00   1.02
   0.01   1.08
   0.07   0.96
   0.02   1.00
   0.00   1.13
   0.00   0.97
   0.10   0.78
   0.92   0.08
   1.00   0.04
   0.95   0.03
   0.73   0.26
   0.05   0.88
   0.26   0.68
   0.33   0.62
   0.12   0.87
   0.02   0.99
   0.00   1.09
   0.00   1.13
   0.00   1.01
   0.00   0.95
   0.00   1.04
   0.03   1.01
   0.74   0.24
   0.57   0.41
   0.03   1.08
   0.00   1.06
   0.05   1.03
   0.55   0.50
   0.60   0.45
   0.60   0.26
   0.18   0.83
   0.03   1.01
   0.83   0.17
   0.86   0.15
   0.62   0.34
   0.16   0.84
   0.01   0.98
   0.00   1.11
   0.00   0.98
   0.00   0.96
   0.00   1.06
   0.04   0.92
   0.74   0.15
   0.82   0.19
   0.09   0.88
   0.00   1.05
   0.01   1.04
   0.06   0.89
   0.06   0.96
   0.04   1.05
   0.00   1.05
   0.05   0.99
   0.99   0.06
   0.91   0.07
   0.68   0.28
   0.24   0.78
   0.20   0.79
   0.10   0.88
   0.00   1.09
   0.00   1.00
   0.00   0.99
   0.01   1.02
   0.18   0.72
   0.91   0.14
   0.40   0.55
   0.07   0.84
   0.06   0.99
   0.06   1.02
   0.01   0.98
   0.04   0.98
   0.02   1.00
   0.03   0.99
   0.53   0.54
   0.98   0.03
   0.24   0.71
   0.10   0.94
   0.86   0.14
   0.91   0.09
   0.05   0.95
   0.00   0.97
   0.00   1.03
   0.00   1.05
   0.13   0.84
   0.84   0.12
   0.83   0.11
   0.99   0.06
   0.75   0.24
   0.28   0.64
   0.02   1.11
   0.05   1.01
   0.02   1.09
   0.01   0.97
   0.28   0.69
   0.90   0.16
   0.10   0.89
   0.04   0.93
   0.75   0.22
   0.78   0.20
   0.07   0.94
   0.00   1.00
   0.00   0.98
   0.04   1.00
   0.15   0.79
   0.88   0.13
   0.94   0.01
   1.04   0.02
   1.01   0.01
   0.86   0.07
   0.26   0.69
   0.03   0.96
   0.00   1.04
   0.04   1.03
   0.58   0.33
   0.69   0.32
   0.71   0.24
   0.72   0.22
   0.58   0.34
   0.07   0.91
   0.01   1.02
   0.07   1.05
   0.05   0.98
   0.46   0.57
   0.83   0.13
   0.92   0.06
   0.97   0.05
   0.75   0.31
   0.79   0.21
   0.98   0.09
   0.64   0.35
   0.05   0.93
   0.08   0.95
   0.69   0.26
   0.92   0.14
   0.86   0.09
   1.00   0.02
   1.00   0.00
   0.81   0.16
   0.13   0.94
   0.30   0.72
   0.78   0.28
   0.81   0.28
   0.93   0.07
   0.97   0.04
   0.32   0.70
   0.07   0.93
   0.02   1.02
   0.07   0.90
   0.21   0.77
   0.12   0.88
   0.02   0.98
   0.07   0.90
   0.79   0.21
   0.84   0.17
   0.83   0.18
   0.74   0.29
   0.98   0.00
   0.92   0.05
   0.88   0.12
   0.90   0.03
   1.02   0.00
   0.94   0.00
   1.01   0.00
   0.73   0.25
   0.06   0.97
   0.02   1.13
   0.00   0.95
   0.00   1.10
   0.01   1.06
   0.02   1.03
   0.00   0.99
   0.00   1.07
   0.05   0.94
   0.10   0.87
   0.11   0.84
   0.22   0.73
   0.69   0.24
   1.07   0.02
   0.98   0.01
   1.06   0.00
   1.01   0.00
   0.96   0.00
   1.09   0.00
   0.81   0.23
   0.02   0.95
   0.00   1.01
   0.00   1.01
   0.00   0.87
   0.00   0.97
   0.00   0.99
   0.00   0.99
   0.00   1.03
   0.00   1.08
   0.00   0.99
   0.01   1.10
   0.04   1.04
   0.21   0.68
   0.95   0.08
   0.75   0.18
   0.83   0.13
   1.00   0.00
   0.98   0.00
   0.95   0.00
   0.86   0.16
   0.12   0.85
   0.00   1.03
   0.00   0.98
   0.00   1.02
   0.00   1.01
   0.00   1.02
   0.00   1.04
   0.04   0.95
   0.07   0.96
   0.01   0.97
   0.00   1.07
   0.00   0.95
   0.05   1.01
   0.24   0.82
   0.14   0.98
   0.12   0.89
   0.89   0.21
   1.08   0.02
   0.97   0.00
   0.96   0.08
   0.26   0.71
   0.00   0.99
   0.00   1.03
   0.00   0.99
   0.00   0.96
   0.14   0.91
   0.28   0.71
   0.84   0.11
   0.76   0.27
   0.17   0.82
   0.01   0.98
   0.03   0.99
   0.08   0.94
   0.12   0.83
   0.02   1.04
   0.05   0.92
   0.78   0.30
   0.98   0.07
   1.01   0.01
   0.90   0.04
   0.25   0.73
   0.07   0.88
   0.12   0.92
   0.16   0.91
   0.38   0.63
   0.94   0.06
   1.02   0.03
   0.96   0.03
   0.74   0.26
   0.26   0.75
   0.00   0.94
   0.51   0.41
   0.90   0.12
   0.84   0.09
   0.41   0.51
   0.03   0.98
   0.10   0.86
   0.83   0.12
   0.94   0.02
   1.02   0.02
   0.91   0.10
   0.96   0.08
   1.01   0.04
   0.89   0.03
   0.98   0.06
   1.07   0.00
   1.03   0.00
   1.03   0.00
   1.02   0.07
   0.26   0.71
   0.10   0.88
   1.03   0.02
   1.00   0.00
   1.02   0.00
   0.77   0.18
   0.08   0.84
   0.08   0.92
   0.59   0.44
   0.65   0.30
   0.89   0.12
   0.86   0.08
   1.08   0.00
   1.04   0.00
   1.08   0.00
   1.08   0.00
   1.06   0.00
   1.10   0.00
   0.94   0.00
   1.05   0.00
   0.91   0.08
   0.97   0.07
   0.99   0.04
   1.01   0.01
   1.00   0.00
   0.96   0.00
   0.86   0.10
   0.96   0.08
   0.22   0.73
   0.15   0.84
   0.57   0.34
   0.86   0.19
   1.02   0.01
   0.94   0.00
   1.02   0.00
   1.00   0.00
   1.05   0.00
   1.01   0.00
   1.00   0.00
   1.04   0.01
   1.09   0.03
   0.97   0.04
   0.56   0.55
   0.61   0.39
   0.81   0.12
   0.91   0.08
   0.69   0.21
   0.68   0.25
   0.07   0.92
   0.00   1.04
   0.08   0.95
   0.47   0.52
   0.97   0.03
   1.00   0.02
   0.95   0.03
   1.02   0.01
   1.06   0.00
   0.96   0.00
   0.93   0.12
   0.71   0.28
   0.29   0.74
   0.15   0.90
   0.01   0.97
   0.03   1.00
   0.10   0.84
   0.23   0.77
   0.13   0.93
   0.01   0.92
   0.00   1.02
   0.00   0.89
   0.00   1.06
   0.05   1.00
   0.60   0.30
   0.82   0.07
   0.85   0.18
   0.85   0.17
   0.96   0.02
   0.84   0.06
   0.08   0.96
   0.05   0.96
   0.01   1.02
   0.03   1.01
   0.00   1.12
   0.00   0.99
   0.00   1.06
   0.00   1.11
   0.00   1.06
   0.00   1.02
   0.00   1.01
   0.00   1.02
   0.00   0.93
   0.01   1.15
   0.02   1.05
   0.08   0.95
   0.09   0.85
   0.94   0.09
   0.88   0.07
   0.61   0.36
   0.10   1.02
   0.04   0.95
   0.00   1.01
   0.00   1.03
   0.00   1.04
   0.00   1.07
   0.00   0.93
   0.00   1.02
   0.00   1.03
   0.00   1.12
   0.00   1.03
   0.00   0.97
   0.00   1.02
   0.00   0.97
   0.00   1.05
   0.00   1.04
   0.07   0.83
   0.88   0.10
   0.99   0.08
   0.82   0.17
   0.62   0.34
   0.05   0.99
   0.00   1.08
   0.00   0.97
   0.55   0.44
   0.20   0.75
   0.01   1.11
   0.01   0.98
   0.00   1.06
   0.00   1.00
   0.00   1.00
   0.00   1.08
   0.02   1.00
   0.07   0.99
   0.02   0.92
   0.02   0.99
   0.18   0.80
   0.77   0.24
   0.84   0.12
   0.73   0.22
   0.91   0.08
   0.79   0.19
   0.81   0.15
   0.85   0.09
   0.32   0.67
   0.24   0.77
   0.00   1.01
   0.00   1.12
   0.00   1.03
   0.00   1.03
   0.02   1.01
   0.05   1.01
   0.80   0.20
   0.83   0.12
   0.08   0.94
   0.02   1.10
   0.02   1.12
   0.08   1.04
   0.08   0.86
   0.05   0.86
   0.05   0.89
   0.10   0.92
   0.74   0.20
   0.94   0.10
   0.01   1.07
   0.02   0.99
   0.00   1.02
   0.00   1.00
   0.00   1.08
   0.01   1.02
   0.03   0.94
   0.07   0.93
   0.84   0.12
   0.93   0.07
   0.06   0.94
   0.00   1.04
   0.00   1.06
   0.01   1.00
   0.03   0.93
   0.14   0.76
   0.10   0.89
   0.02   0.97
   0.22   0.66
   0.19   0.89
   0.02   0.97
   0.01   1.14
   0.06   0.90
   0.05   0.93
   0.00   1.03
   0.02   0.93
   0.05   1.04
   0.02   0.95
   0.17   0.72
   0.77   0.20
   0.17   0.79
   0.06   0.98
   0.14   0.78
   0.08   0.98
   0.19   0.79
   0.81   0.20
   0.77   0.24
   0.22   0.73
   0.05   0.85
   0.03   0.95
   0.01   0.95
   0.15   0.88
   0.78   0.24
   0.92   0.13
   0.08   0.90
   0.01   0.93
   0.05   0.96
   0.02   1.04
   0.16   0.84
   0.83   0.14
   0.83   0.14
   0.85   0.16
   0.89   0.19
   0.31   0.67
   0.24   0.71
   0.77   0.21
   0.81   0.23
   0.14   0.87
   0.06   0.93
   0.03   0.96
   0.04   1.01
   0.45   0.58
   1.00   0.02
   0.92   0.12
   0.08   0.89
   0.01   0.91
   0.12   0.90
   0.16   0.80
   0.56   0.40
   0.96   0.03
   0.89   0.02
   0.84   0.16
   0.94   0.07
   0.96   0.03
   0.58   0.37
   0.10   0.77
   0.02   0.95
   0.01   1.01
   0.03   1.00
   0.02   0.89
   0.54   0.43
   0.83   0.06
   0.64   0.27
   0.05   0.95
   0.01   1.05
   0.15   0.87
   0.32   0.58
   0.75   0.15
   1.01   0.01
   1.05   0.00
   0.95   0.04
   0.14   0.87
   0.29   0.79
   0.83   0.24
   0.64   0.28
   0.06   0.88
   0.01   0.96
   0.07   0.89
   0.09   0.93
   0.04   1.04
   0.60   0.37
   0.88   0.07
   0.46   0.53
   0.02   1.02
   0.24   0.72
   0.81   0.16
   0.92   0.10
   1.00   0.00
   1.06   0.00
   0.99   0.05
   0.62   0.27
   0.06   1.02
   0.02   0.98
   0.07   0.96
   0.08   0.93
   0.01   1.05
   0.01   1.08
   0.04   0.97
   0.05   0.98
   0.08   0.82
   0.86   0.13
   0.96   0.08
   0.22   0.74
   0.17   0.76
   0.78   0.26
   0.98   0.00
   1.04   0.00
   0.95   0.00
   0.96   0.01
   0.87   0.15
   0.48   0.45
   0.22   0.73
   0.06   0.98
   0.05   1.02
   0.06   0.96
   0.00   1.02
   0.00   0.98
   0.11   0.90
   0.06   0.91
   0.09   1.02
   0.85   0.17
   0.91   0.05
   0.90   0.06
   0.71   0.16
   1.02   0.08
   1.07   0.00
   1.00   0.00
   1.06   0.00
   0.94   0.03
   0.32   0.60
   0.29   0.78
   0.10   0.90
   0.07   0.96
   0.02   1.05
   0.00   1.04
   0.00   0.96
   0.00   0.98
   0.09   0.90
   0.05   0.97
   0.26   0.69
   0.22   0.85
   0.77   0.18
   0.94   0.05
   0.19   0.85
   0.20   0.80
   0.95   0.10
   1.02   0.00
   0.99   0.00
   0.98   0.02
   0.22   0.81
   0.11   0.86
   0.00   1.03
   0.00   1.07
   0.00   1.00
   0.01   1.04
   0.04   0.98
   0.12   0.91
   0.26   0.73
   0.12   0.83
   0.10   0.86
   0.07   0.93
   0.74   0.24
   0.89   0.12
   0.08   0.91
   0.11   0.92
   0.83   0.14
   1.08   0.00
   1.00   0.00
   0.93   0.08
   0.15   0.79
   0.08   0.88
   0.03   0.96
   0.01   0.99
   0.08   0.90
   0.17   0.79
   0.60   0.41
   0.81   0.13
   0.92   0.13
   0.75   0.21
   0.10   0.92
   0.09   0.91
   0.80   0.17
   0.87   0.07
   0.21   0.72
   0.25   0.80
   0.75   0.21
   1.04   0.01
   0.96   0.00
   0.79   0.12
   0.11   0.76
   0.22   0.79
   0.33   0.67
   0.16   0.85
   0.78   0.23
   0.95   0.07
   1.06   0.01
   1.04   0.00
   0.97   0.00
   0.93   0.10
   0.05   0.97
   0.20   0.69
   0.96   0.05
   1.04   0.00
   0.90   0.07
   0.28   0.77
   0.16   0.88
   0.88   0.13
   0.92   0.09
   0.28   0.69
   0.07   0.89
   0.84   0.20
   0.88   0.02
   0.94   0.03
   1.03   0.00
   1.05   0.01
   1.05   0.00
   0.97   0.00
   1.01   0.00
   0.93   0.10
   0.13   0.85
   0.87   0.03
   1.02   0.01
   1.06   0.00
   0.95   0.05
   0.34   0.71
   0.08   0.89
   0.10   0.91
   0.07   0.94
   0.07   0.99
   0.13   0.87
   1.01   0.06
   1.00   0.00
   0.95   0.00
   0.86   0.05
   0.91   0.04
   1.07   0.00
   0.97   0.00
   1.03   0.00
   1.06   0.00
   0.87   0.02
   1.05   0.00
   0.85   0.03
   0.94   0.05
   1.01   0.00
   0.95   0.02
   0.81   0.18
   0.07   1.02
   0.00   1.01
   0.03   0.98
   0.23   0.77
   0.97   0.04
   1.00   0.00
   1.02   0.03
   0.88   0.08
   0.90   0.06
   0.92   0.00
   1.09   0.00
   1.08   0.00
   1.07   0.00
   1.01   0.00
   0.85   0.13
   0.10   0.77
   0.25   0.73
   0.96   0.04
   1.02   0.09
   0.82   0.23
   0.04   0.98
   0.00   1.06
   0.00   0.99
   0.22   0.76
   0.78   0.15
   0.71   0.29
   0.28   0.68
   0.41   0.53
   0.87   0.09
   0.92   0.00
   1.05   0.02
   0.94   0.09
   0.99   0.12
   0.90   0.02
   0.24   0.70
   0.02   0.99
   0.04   0.92
   0.70   0.27
   0.62   0.42
   0.05   0.96
   0.00   1.00
   0.00   0.94
   0.00   0.97
   0.05   1.01
   0.15   0.89
   0.22   0.84
   0.04   0.91
   0.20   0.73
   0.81   0.19
   0.97   0.02
   0.43   0.44
   0.23   0.82
   0.53   0.43
   0.84   0.22
   0.02   0.95
   0.00   0.93
   0.07   0.92
   0.12   0.86
   0.05   0.97
   0.00   1.11
   0.00   1.09
   0.00   1.06
   0.00   1.04
   0.00   0.99
   0.00   1.09
   0.00   1.10
   0.03   1.04
   0.54   0.34
   0.92   0.11
   1.05   0.02
   0.44   0.50
   0.34   0.62
   0.16   0.80
   0.07   0.94
   0.14   0.82
   0.04   0.88
   0.06   1.00
   0.03   0.99
   0.00   0.98
   0.00   1.00
   0.00   0.97
   0.00   1.03
   0.00   1.03
   0.00   1.03
   0.00   0.96
   0.02   0.94
   0.19   0.84
   0.89   0.11
   1.07   0.01
   1.00   0.00
   0.93   0.07
   0.77   0.16
   0.34   0.58
   0.16   0.81
   0.96   0.02
   0.93   0.11
   0.11   0.85
   0.05   0.91
   0.00   0.96
   0.00   1.05
   0.00   1.05
   0.03   0.96
   0.02   0.94
   0.02   1.03
   0.07   1.05
   0.81   0.18
   0.89   0.11
   0.87   0.07
   0.93   0.04
   0.93   0.07
   0.84   0.15
   0.92   0.11
   0.85   0.15
   0.95   0.04
   0.86   0.09
   0.78   0.23
   0.02   0.97
   0.00   1.06
   0.00   0.98
   0.02   1.07
   0.36   0.58
   0.82   0.17
   0.90   0.06
   0.55   0.45
   0.07   0.91
   0.81   0.24
   0.32   0.64
   0.13   0.88
   0.29   0.70
   0.45   0.45
   0.15   0.91
   0.06   0.98
   0.19   0.81
   0.41   0.57
   0.01   0.90
   0.08   1.00
   0.00   0.92
   0.00   1.03
   0.06   0.98
   0.46   0.49
   0.86   0.11
   1.00   0.08
   0.84   0.18
   0.44   0.54
   0.03   1.01
   0.08   0.97
   0.11   0.90
   0.30   0.69
   0.58   0.39
   0.72   0.24
   0.13   0.93
   0.07   0.96
   0.11   0.89
   0.01   1.03
   0.11   0.92
   0.05   0.89
   0.03   0.89
   0.00   1.05
   0.08   1.02
   0.67   0.32
   0.91   0.09
   0.55   0.35
   0.04   0.86
   0.06   0.92
   0.02   1.00
   0.04   0.94
   0.56   0.46
   0.81   0.13
   1.02   0.06
   1.01   0.03
   1.04   0.06
   0.64   0.37
   0.86   0.21
   0.31   0.66
   0.18   0.78
   0.87   0.21
   0.80   0.13
   0.31   0.64
   0.02   1.01
   0.53   0.45
   0.84   0.09
   0.70   0.32
   0.19   0.81
   0.28   0.67
   0.22   0.86
   0.08   0.90
   0.91   0.06
   1.02   0.01
   1.06   0.00
   1.00   0.00
   0.83   0.11
   0.60   0.32
   0.59   0.37
   0.11   0.92
   0.09   0.87
   0.94   0.13
   1.04   0.07
   0.61   0.37
   0.03   1.01
   0.11   0.87
   0.83   0.20
   0.97   0.08
   1.03   0.02
   0.94   0.04
   0.56   0.28
   0.14   0.86
   0.82   0.18
   1.00   0.00
   1.03   0.06
   0.82   0.17
   0.04   0.97
   0.03   0.96
   0.03   0.93
   0.00   0.97
   0.05   0.87
   0.22   0.72
   0.12   0.88
   0.07   0.94
   0.10   0.94
   0.17   0.80
   0.93   0.10
   1.03   0.02
   1.01   0.00
   1.04   0.01
   0.89   0.13
   0.03   0.96
   0.26   0.73
   0.87   0.09
   0.94   0.09
   0.33   0.61
   0.04   0.95
   0.00   0.99
   0.00   1.01
   0.00   1.01
   0.05   1.02
   0.03   0.92
   0.00   1.10
   0.08   0.97
   0.79   0.22
   0.91   0.05
   0.97   0.01
   1.03   0.00
   0.98   0.00
   0.97   0.00
   0.84   0.13
   0.14   0.90
   0.25   0.73
   0.85   0.15
   0.65   0.23
   0.07   1.03
   0.00   1.01
   0.02   0.91
   0.15   0.83
   0.03   0.95
   0.76   0.24
   0.50   0.52
   0.10   0.95
   0.17   0.79
   0.82   0.23
   1.08   0.00
   1.05   0.00
   1.02   0.00
   1.12   0.00
   1.05   0.00
   1.02   0.02
   0.78   0.18
   0.91   0.11
   0.85   0.18
   0.72   0.26
   0.02   0.96
   0.09   0.80
   0.79   0.12
   0.90   0.20
   0.47   0.52
   1.08   0.01
   1.04   0.00
   0.95   0.02
   0.77   0.19
   0.68   0.23
   1.02   0.00
   1.05   0.00
   1.01   0.00
   0.99   0.00
   1.02   0.01
   0.96   0.00
   0.79   0.13
   0.80   0.19
   0.17   0.74
   0.00   0.92
   0.00   1.04
   0.07   0.90
   0.84   0.16
   0.90   0.10
   0.85   0.08
   0.76   0.25
   0.89   0.03
   0.87   0.01
   0.25   0.71
   0.14   0.90
   0.73   0.25
   1.07   0.05
   0.99   0.02
   1.01   0.00
   0.91   0.04
   0.84   0.08
   0.26   0.68
   0.13   0.88
   0.01   0.98
   0.00   0.97
   0.05   0.94
   0.17   0.85
   0.88   0.14
   1.01   0.05
   0.81   0.16
   0.08   0.90
   0.80   0.09
   0.97   0.03
   0.33   0.68
   0.15   0.85
   0.61   0.32
   0.90   0.08
   0.90   0.07
   0.87   0.07
   0.87   0.09
   0.71   0.20
   0.22   0.77
   0.12   0.85
   0.11   0.93
   0.15   0.83
   0.77   0.24
   0.85   0.12
   1.01   0.00
   0.93   0.07
   0.26   0.78
   0.12   0.93
   0.94   0.06
   1.04   0.00
   0.86   0.07
   0.79   0.14
   0.93   0.11
   0.87   0.09
   0.96   0.08
   0.90   0.19
   0.78   0.18
   0.94   0.04
   0.72   0.23
   0.63   0.28
   0.84   0.11
   1.00   0.05
   1.00   0.01
   0.93   0.00
   1.00   0.00
   0.85   0.09
   0.12   0.84
   0.20   0.74
   0.84   0.04
   1.02   0.00
   1.02   0.01
   0.98   0.03
   1.00   0.05
   0.79   0.14
   0.84   0.13
   0.35   0.69
   0.24   0.76
   0.94   0.07
   0.95   0.01
   0.92   0.02
   1.02   0.01
   0.94   0.05
   1.01   0.00
   1.00   0.00
   0.94   0.00
   0.88   0.06
   0.11   0.84
   0.97   0.05
   0.93   0.05
   0.92   0.05
   1.02   0.01
   0.99   0.05
   0.58   0.35
   0.05   0.94
   0.02   1.01
   0.03   1.01
   0.15   0.92
   1.01   0.06
   0.97   0.00
   0.96   0.01
   0.34   0.56
   0.11   0.93
   0.96   0.07
   0.98   0.00
   0.97   0.00
   1.07   0.00
   0.92   0.05
   0.99   0.02
   0.33   0.67
   0.22   0.71
   0.84   0.13
   0.87   0.13
   0.06   0.96
   0.00   0.97
   0.04   0.94
   0.36   0.62
   0.53   0.53
   0.97   0.04
   0.92   0.04
   0.95   0.10
   0.30   0.66
   0.15   0.93
   0.87   0.12
   1.06   0.00
   1.08   0.00
   1.09   0.00
   0.94   0.00
   0.65   0.26
   0.04   0.89
   0.11   0.92
   0.82   0.12
   0.84   0.20
   0.03   0.87
   0.00   1.01
   0.02   1.04
   0.24   0.74
   0.83   0.19
   0.99   0.11
   0.50   0.53
   0.12   0.86
   0.04   1.06
   0.13   0.86
   0.82   0.12
   0.97   0.00
   1.00   0.00
   1.12   0.00
   1.02   0.00
   0.19   0.77
   0.02   1.03
   0.17   0.74
   0.87   0.10
   0.67   0.35
   0.01   0.98
   0.00   1.00
   0.00   1.00
   0.08   0.94
   0.43   0.61
   0.14   0.95
   0.01   1.00
   0.00   0.94
   0.00   0.97
   0.10   0.81
   0.94   0.03
   0.95   0.01
   0.94   0.01
   0.99   0.02
   1.00   0.09
   0.24   0.81
   0.24   0.75
   0.97   0.13
   0.91   0.11
   0.20   0.80
   0.00   0.99
   0.00   1.03
   0.00   0.99
   0.00   0.95
   0.02   0.94
   0.01   0.99
   0.11   0.83
   0.08   0.95
   0.11   0.85
   0.21   0.82
   0.99   0.04
   0.96   0.00
   0.99   0.02
   0.86   0.10
   0.78   0.22
   0.78   0.24
   0.74   0.21
   0.79   0.17
   0.64   0.25
   0.00   0.99
   0.00   0.99
   0.00   1.06
   0.00   1.05
   0.00   0.98
   0.00   1.06
   0.03   1.00
   0.80   0.20
   0.97   0.06
   0.88   0.10
   0.97   0.07
   0.96   0.00
   1.14   0.00
   0.99   0.00
   0.98   0.05
   0.90   0.09
   0.89   0.05
   0.89   0.12
   0.12   0.84
   0.02   1.03
   0.00   1.01
   0.00   0.96
   0.01   1.05
   0.03   0.89
   0.07   0.88
   0.01   0.98
   0.08   1.00
   0.79   0.17
   1.01   0.10
   0.76   0.12
   1.07   0.01
   0.94   0.01
   0.93   0.10
   0.99   0.07
   0.89   0.07
   0.97   0.09
   0.47   0.49
   0.22   0.74
   0.00   0.98
   0.00   1.10
   0.01   0.96
   0.12   0.86
   0.57   0.42
   0.90   0.09
   0.94   0.10
   0.11   0.90
   0.06   0.96
   0.87   0.09
   0.98   0.03
   0.96   0.06
   0.96   0.03
   0.93   0.06
   0.23   0.74
   0.10   0.89
   0.04   0.98
   0.20   0.73
   0.02   0.98
   0.05   1.06
   0.04   1.01
   0.09   0.93
   0.46   0.60
   0.92   0.18
   0.98   0.03
   1.06   0.01
   0.74   0.22
   0.08   0.90
   0.01   1.00
   0.47   0.56
   0.93   0.09
   0.99   0.02
   0.98   0.00
   0.93   0.07
   0.18   0.76
   0.09   0.89
   0.06   1.00
   0.03   1.05
   0.73   0.25
   0.47   0.55
   0.37   0.68
   0.11   0.81
   0.48   0.44
   0.94   0.03
   1.00   0.00
   0.87   0.11
   0.04   1.00
   0.01   1.01
   0.00   1.02
   0.12   0.89
   0.87   0.09
   1.04   0.00
   1.07   0.00
   0.93   0.00
   1.02   0.01
   0.83   0.12
   0.91   0.12
   0.89   0.10
   0.85   0.13
   0.99   0.03
   0.86   0.15
   0.12   0.90
   0.12   0.92
   0.82   0.14
   0.97   0.00
   0.85   0.08
   0.21   0.78
   0.10   0.89
   0.05   0.96
   0.04   1.04
   0.85   0.14
   1.03   0.00
   1.03   0.00
   1.09   0.00
   1.04   0.05
   0.89   0.15
   0.87   0.10
   0.92   0.09
   0.20   0.81
   0.91   0.07
   1.00   0.08
   0.11   0.92
   0.05   1.05
   0.46   0.57
   1.10   0.02
   0.98   0.04
   0.91   0.08
   0.70   0.22
   0.65   0.30
   0.10   0.80
   0.83   0.23
   0.90   0.00
   0.97   0.00
   0.90   0.02
   0.64   0.33
   0.05   0.92
   0.08   0.91
   0.16   0.77
   0.16   0.86
   0.22   0.75
   0.17   0.91
   0.04   1.01
   0.21   0.67
   0.36   0.59
   0.96   0.01
   0.95   0.07
   0.92   0.08
   1.00   0.04
   0.95   0.08
   0.05   0.94
   0.18   0.76
   0.99   0.02
   1.06   0.01
   0.84   0.13
   0.74   0.27
   0.02   0.95
   0.00   0.98
   0.06   0.89
   0.31   0.68
   0.19   0.83
   0.17   0.87
   0.37   0.70
   0.92   0.06
   1.00   0.00
   0.99   0.01
   0.94   0.03
   0.94   0.04
   1.02   0.00
   0.89   0.06
   0.13   0.91
   0.14   0.91
   0.91   0.16
   0.84   0.12
   0.09   0.80
   0.02   0.97
   0.04   0.97
   0.08   0.86
   0.11   0.88
   0.92   0.06
   0.65   0.27
   0.49   0.45
   0.67   0.29
   0.98   0.04
   1.00   0.00
   1.01   0.02
   1.05   0.04
   0.97   0.00
   1.03   0.00
   1.05   0.00
   1.00   0.03
   0.85   0.13
   0.73   0.24
   0.79   0.25
   0.07   0.93
   0.04   0.98
   0.69   0.30
   0.79   0.11
   0.76   0.18
   0.99   0.00
   0.94   0.00
   0.94   0.00
   1.00   0.02
   0.96   0.08
   0.99   0.01
   0.95   0.05
   0.92   0.03
   1.07   0.00
   1.11   0.00
   1.04   0.00
   0.98   0.00
   0.80   0.14
   0.08   0.93
   0.01   1.03
   0.00   0.91
   0.09   0.85
   0.91   0.09
   1.04   0.01
   1.02   0.00
   0.90   0.04
   1.03   0.00
   1.03   0.00
   0.85   0.11
   0.17   0.78
   0.26   0.72
   0.65   0.27
   0.90   0.16
   0.95   0.10
   1.03   0.01
   0.97   0.00
   1.07   0.01
   0.84   0.24
   0.07   0.88
   0.00   0.98
   0.03   0.82
   0.14   0.87
   0.96   0.07
   1.04   0.00
   1.00   0.02
   0.45   0.54
   1.07   0.01
   1.14   0.00
   0.88   0.12
   0.05   0.98
   0.04   1.00
   0.12   0.84
   0.11   0.86
   0.17   0.75
   0.84   0.13
   1.05   0.00
   0.92   0.01
   0.93   0.10
   0.18   0.86
   0.13   0.88
   0.91   0.14
   0.94   0.07
   0.96   0.00
   1.06   0.00
   0.77   0.21
   0.08   0.80
   0.92   0.06
   1.00   0.00
   1.04   0.00
   0.85   0.11
   0.55   0.45
   0.12   0.85
   0.16   0.81
   0.08   0.92
   0.63   0.37
   0.98   0.01
   0.99   0.00
   0.85   0.06
   0.70   0.26
   0.72   0.21
   1.07   0.03
   0.96   0.00
   1.01   0.00
   0.95   0.11
   0.21   0.80
   0.24   0.70
   0.98   0.05
   1.05   0.00
   1.00   0.00
   0.95   0.00
   0.98   0.07
   0.15   0.82
   0.10   0.87
   0.01   0.99
   0.25   0.81
   1.02   0.04
   1.02   0.00
   1.04   0.00
   1.07   0.01
   1.07   0.01
   1.06   0.00
   1.03   0.00
   1.00   0.00
   0.95   0.06
   0.11   0.97
   1.02   0.07
   0.93   0.12
   1.01   0.04
   1.01   0.02
   0.97   0.01
   0.80   0.20
   0.02   0.98
   0.02   0.93
   0.08   0.84
   0.21   0.78
   0.90   0.03
   0.95   0.02
   1.02   0.05
   0.63   0.36
   0.53   0.50
   0.98   0.03
   1.04   0.00
   1.03   0.00
   0.97   0.00
   0.84   0.09
   0.95   0.03
   0.07   0.92
   0.07   0.88
   0.28   0.77
   0.37   0.58
   0.07   1.07
